,HAZMAT,IS_WEEKEND,Vessel_size_category,VTT,AVERAGE_BERTH_TIME,Total_Arrival_in_Window,Terminals_in_Port,UNIQUE_VESSELS_RATIO,ARRIVALS_RATIO,Actual,Predicted,Error,Absolute Error
314,0,0,2,34.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,288.1,293.1492898301972,-5.049289830197154,5.049289830197154
29,0,0,0,32.666666666666664,29.420617283950616,2088,1,1.0,1.0,149.63333333333333,143.8050223275386,5.828311005794717,5.828311005794717
55,0,0,2,38.5,29.420617283950616,2088,1,1.0,1.0,76.51666666666667,106.23735294380477,-29.7206862771381,29.7206862771381
490,0,0,2,114.41666666666669,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,96.3,110.95459233041899,-14.654592330418993,14.654592330418993
759,0,1,2,27.416666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,76.83333333333333,85.58823413217668,-8.754900798843352,8.754900798843352
682,1,1,2,30.2,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,103.86666666666666,116.90808541086058,-13.041418744193919,13.041418744193919
486,0,1,2,17.516666666666666,19.226530612244897,760,1,1.0,1.0,21.683333333333334,22.888232135273306,-1.2048988019399722,1.2048988019399722
196,0,1,0,20.75,19.226530612244897,760,1,1.0,1.0,81.08333333333333,63.11705884610571,17.966274487227622,17.966274487227622
584,0,0,0,34.25,48.410833333333336,174,2,0.8571428571428571,0.875,130.9,123.55819689802254,7.341803101977462,7.341803101977462
81,0,0,0,34.35,29.420617283950616,2088,1,1.0,1.0,50.96666666666667,44.391713884453395,6.574952782213273,6.574952782213273
765,0,1,2,21.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,51.833333333333336,70.54273403632742,-18.70940070299408,18.70940070299408
440,0,1,2,22.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,32.18333333333333,148.59485564674657,-116.41152231341323,116.41152231341323
599,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,125.35,117.22190623506889,8.128093764931108,8.128093764931108
239,0,0,0,17.566666666666666,29.420617283950616,2088,1,1.0,1.0,102.86666666666666,97.74346139829396,5.1232052683727005,5.1232052683727005
873,0,0,2,204.15,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,192.0833333333333,280.3905111682258,-88.30717783489254,88.30717783489254
211,0,0,0,28.433333333333334,25.13589743589744,39,2,0.9090909090909092,0.9230769230769232,20.08333333333333,41.960400547517565,-21.877067214184237,21.877067214184237
695,1,0,2,42.7,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,125.5,136.04458718611355,-10.544587186113546,10.544587186113546
332,0,0,2,56.25,41.09047619047619,3237,3,0.0681818181818181,0.0204081632653061,106.88333333333334,110.86051060299296,-3.97717726965962,3.97717726965962
934,0,1,0,84.31666666666666,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,99.31666666666666,119.85473550564221,-20.538068838975548,20.538068838975548
227,0,0,0,38.91666666666666,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,131.56666666666666,91.85935502291923,39.70731164374743,39.70731164374743
829,0,0,2,156.56666666666666,117.2535460992908,1325,1,1.0,1.0,331.65,345.4505957872989,-13.800595787298903,13.800595787298903
895,0,1,0,88.66666666666667,98.04411764705884,49,1,1.0,1.0,86.28333333333333,106.57574070836456,-20.29240737503123,20.29240737503123
832,0,1,2,20.4,19.226530612244897,760,1,1.0,1.0,32.75,45.99301343376904,-13.243013433769043,13.243013433769043
465,0,0,2,98.75,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,147.16666666666666,130.47383319088732,16.692833475779338,16.692833475779338
361,0,1,2,25.83333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,86.26666666666667,136.0257266072148,-49.75905994054814,49.75905994054814
334,0,1,2,25.0,29.420617283950616,2088,1,1.0,1.0,89.38333333333334,71.74849739516533,17.63483593816801,17.63483593816801
433,1,0,2,26.5,29.420617283950616,2088,1,1.0,1.0,164.2,143.8937718944679,20.306228105532085,20.306228105532085
879,0,0,2,21.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,74.65,71.79681218908412,2.853187810915884,2.853187810915884
468,1,0,2,98.75,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,116.06666666666666,131.7155363859347,-15.648869719268049,15.648869719268049
7,0,0,0,45.8,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,153.06666666666666,67.77860870460924,85.28805796205742,85.28805796205742
155,0,0,2,21.916666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,40.13333333333333,69.81836037570277,-29.685027042369434,29.685027042369434
522,0,1,0,47.583333333333336,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,43.43333333333333,40.43885974483032,2.9944735885030127,2.9944735885030127
405,0,0,0,124.06666666666666,117.2535460992908,1325,1,1.0,1.0,120.46666666666668,156.84253928533155,-36.37587261866487,36.37587261866487
846,0,1,2,29.0,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,74.76666666666667,70.50728962333936,4.259377043327305,4.259377043327305
429,1,1,2,31.58333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,88.31666666666666,85.32132089698639,2.99534576968027,2.99534576968027
754,1,0,2,13.5,24.482582582582584,4850,3,0.1111111111111111,0.036036036036036,461.25,467.3865866468697,-6.136586646869716,6.136586646869716
547,0,0,2,191.7,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,172.15,197.4661402191223,-25.316140219122303,25.316140219122303
309,0,0,2,34.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,241.9,293.1492898301972,-51.24928983019717,51.24928983019717
557,0,0,2,101.63333333333334,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,111.78333333333332,148.35731941822806,-36.57398608489474,36.57398608489474
905,0,0,2,23.666666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,42.81666666666667,41.10656194948573,1.7101047171809398,1.7101047171809398
558,0,0,2,101.63333333333334,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,106.06666666666666,148.35731941822806,-42.290652751561396,42.290652751561396
932,0,0,2,39.15,29.420617283950616,2088,1,1.0,1.0,46.75,60.49017240623564,-13.740172406235637,13.740172406235637
882,0,0,2,24.08333333333333,19.226530612244897,760,1,1.0,1.0,25.883333333333333,33.64407620436832,-7.760742871034985,7.760742871034985
481,0,0,2,30.9,29.420617283950616,2088,1,1.0,1.0,49.516666666666666,50.588507039058854,-1.071840372392188,1.071840372392188
944,0,0,2,15.5,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,143.38333333333333,84.0792595195264,59.30407381380692,59.30407381380692
835,0,1,2,20.4,19.226530612244897,760,1,1.0,1.0,58.25,45.99301343376904,12.256986566230957,12.256986566230957
228,0,0,0,97.35,117.2535460992908,1325,1,1.0,1.0,87.9,119.94112083833141,-32.04112083833141,32.04112083833141
692,1,0,0,62.16666666666666,123.32713963963964,2937,4,0.2258064516129032,0.0945945945945946,77.9,97.11706168465139,-19.217061684651384,19.217061684651384
706,0,1,2,165.91666666666666,123.32713963963964,2937,4,0.2258064516129032,0.0945945945945946,391.4,344.7632028755827,46.636797124417285,46.636797124417285
212,0,1,0,36.11666666666667,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,46.56666666666667,45.18283245079307,1.3838342158735983,1.3838342158735983
79,0,0,0,18.933333333333334,19.226530612244897,760,1,1.0,1.0,17.766666666666666,21.94409888144561,-4.177432214778943,4.177432214778943
148,0,0,2,20.5,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,30.766666666666666,32.67691870557173,-1.910252038905064,1.910252038905064
302,0,0,2,36.083333333333336,36.58333333333333,108,1,1.0,1.0,19.4,20.941944678612465,-1.5419446786124666,1.5419446786124666
625,1,0,2,43.18333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,177.05,176.2860274682149,0.7639725317851003,0.7639725317851003
316,0,0,2,34.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,272.3666666666667,293.1492898301972,-20.782623163530502,20.782623163530502
449,0,0,2,27.25,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,79.25,86.45730265484995,-7.207302654849954,7.207302654849954
311,0,0,2,34.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,261.53333333333336,293.1492898301972,-31.615956496863816,31.615956496863816
133,1,0,2,35.416666666666664,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,108.6,132.6047716360624,-24.0047716360624,24.0047716360624
531,0,1,2,106.46666666666668,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,64.71666666666667,97.19661210669342,-32.47994544002675,32.47994544002675
587,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,124.9,117.22190623506889,7.67809376493112,7.67809376493112
789,0,0,0,12.916666666666666,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,57.61666666666667,115.11076872690178,-57.494102060235114,57.494102060235114
0,0,0,0,45.8,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,30.683333333333334,67.77860870460924,-37.0952753712759,37.0952753712759
684,1,1,2,30.2,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,107.35,116.90808541086058,-9.558085410860585,9.558085410860585
528,0,1,2,106.46666666666668,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,47.5,97.19661210669342,-49.69661210669342,49.69661210669342
787,0,0,0,12.916666666666666,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,216.45,115.11076872690178,101.3392312730982,101.3392312730982
513,1,0,2,98.6,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,177.28333333333333,212.0212256004463,-34.737892267112954,34.737892267112954
611,1,0,2,21.516666666666666,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,132.61666666666667,115.80944690707018,16.807219759596492,16.807219759596492
845,0,1,2,29.0,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,57.9,70.50728962333936,-12.607289623339362,12.607289623339362
172,0,1,2,65.83333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,109.6,113.47816519869575,-3.878165198695754,3.878165198695754
125,0,0,2,48.46666666666667,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,101.91666666666669,107.56044413959387,-5.643777472927184,5.643777472927184
365,0,0,2,98.58333333333331,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,161.33333333333334,146.98007105680853,14.353262276524816,14.353262276524816
877,0,0,2,21.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,57.93333333333333,71.79681218908412,-13.863478855750792,13.863478855750792
874,0,0,2,204.15,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,340.26666666666665,280.3905111682258,59.87615549844082,59.87615549844082
90,1,1,2,54.25,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,194.26666666666668,176.94712140030057,17.319545266366106,17.319545266366106
910,0,0,2,27.0,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,1035.95,389.0843187469004,646.8656812530996,646.8656812530996
181,0,0,2,24.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,96.91666666666669,103.01388430403125,-6.097217637364565,6.097217637364565
274,1,0,2,43.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,113.81666666666666,130.21628408560105,-16.399617418934383,16.399617418934383
866,0,0,2,66.73333333333333,48.410833333333336,174,2,0.1428571428571428,0.125,50.2,71.64016247750004,-21.44016247750004,21.44016247750004
69,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,100.96666666666668,93.40886410460962,7.557802562057063,7.557802562057063
291,0,1,2,76.16666666666667,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,65.36666666666666,71.42759901304937,-6.060932346382714,6.060932346382714
131,1,0,2,35.416666666666664,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,105.88333333333334,132.6047716360624,-26.721438302729055,26.721438302729055
300,0,0,2,36.083333333333336,36.58333333333333,108,1,1.0,1.0,19.566666666666663,20.941944678612465,-1.3752780119458023,1.3752780119458023
885,0,0,0,119.5,123.32713963963964,2937,4,0.2258064516129032,0.0945945945945946,377.9166666666667,328.6563046500409,49.26036201662578,49.26036201662578
326,0,0,2,70.41666666666667,98.04411764705884,49,1,1.0,1.0,152.31666666666666,165.97533232367408,-13.658665657007418,13.658665657007418
144,1,0,2,44.583333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,164.2,151.00517622338694,13.194823776613049,13.194823776613049
889,0,0,0,17.333333333333332,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,67.21666666666667,71.34449135640317,-4.127824689736499,4.127824689736499
135,1,0,2,35.416666666666664,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,107.56666666666666,132.6047716360624,-25.038104969395732,25.038104969395732
164,0,0,2,22.75,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,45.23333333333333,45.93472003129213,-0.701386697958803,0.701386697958803
28,0,0,0,32.666666666666664,29.420617283950616,2088,1,1.0,1.0,124.63333333333334,143.8050223275386,-19.17168899420527,19.17168899420527
543,0,1,2,43.8,48.410833333333336,174,2,0.8571428571428571,0.875,110.7,129.9085575007024,-19.208557500702383,19.208557500702383
193,0,0,2,44.13333333333333,85.79722222222222,12,1,1.0,1.0,54.6,64.4233660386218,-9.823366038621792,9.823366038621792
359,0,1,2,25.83333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,90.61666666666666,136.0257266072148,-45.40905994054815,45.40905994054815
617,1,1,2,72.5,60.25136612021858,640,2,0.4285714285714285,0.1967213114754098,102.56666666666666,109.86690379308669,-7.300237126420029,7.300237126420029
169,0,0,2,15.1,19.226530612244897,760,1,1.0,1.0,99.56666666666666,84.37717067809007,15.189495988576596,15.189495988576596
901,0,1,2,83.66666666666667,98.04411764705884,49,1,1.0,1.0,173.45,164.24602954330257,9.20397045669742,9.20397045669742
140,0,0,2,53.083333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,113.56666666666666,94.84812789695202,18.71853876971464,18.71853876971464
173,0,1,2,65.83333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,127.78333333333332,113.47816519869575,14.305168134637569,14.305168134637569
6,0,0,0,45.8,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,175.66666666666666,67.77860870460924,107.88805796205742,107.88805796205742
621,1,0,2,48.3,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,75.01666666666667,96.66313307578594,-21.64646640911927,21.64646640911927
442,0,1,2,22.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,187.26666666666668,148.59485564674657,38.67181101992011,38.67181101992011
73,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,35.6,93.40886410460962,-57.80886410460962,57.80886410460962
949,0,0,2,137.75,98.04411764705884,49,1,1.0,1.0,87.46666666666667,101.65228237354034,-14.185615706873676,14.185615706873676
382,0,0,2,84.78333333333333,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,160.5,166.78883733500535,-6.288837335005354,6.288837335005354
238,0,0,0,79.76666666666667,98.04411764705884,49,1,1.0,1.0,133.23333333333332,149.85684589847227,-16.623512565138952,16.623512565138952
145,1,0,2,44.583333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,91.6,151.00517622338694,-59.405176223386945,59.405176223386945
809,0,0,2,23.0,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,200.4333333333333,199.17232108682012,1.2610122465131894,1.2610122465131894
234,0,0,2,31.916666666666668,48.410833333333336,174,2,0.8571428571428571,0.875,179.95,117.88654880157029,62.0634511984297,62.0634511984297
220,0,0,0,31.23333333333333,29.420617283950616,2088,1,1.0,1.0,45.266666666666666,27.50405083756999,17.762615829096674,17.762615829096674
439,0,1,2,22.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,248.0,148.59485564674657,99.40514435325343,99.40514435325343
464,0,0,2,98.75,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,97.28333333333332,130.47383319088732,-33.190499857554,33.190499857554
132,1,0,2,35.416666666666664,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,107.4,132.6047716360624,-25.20477163606239,25.20477163606239
960,0,1,2,193.9333333333333,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,212.2,172.91004798734903,39.28995201265096,39.28995201265096
833,0,1,2,20.4,19.226530612244897,760,1,1.0,1.0,33.35,45.99301343376904,-12.643013433769042,12.643013433769042
185,0,0,2,24.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,64.61666666666666,103.01388430403125,-38.39721763736459,38.39721763736459
41,0,0,0,16.583333333333332,29.420617283950616,2088,1,1.0,1.0,77.75,107.69364259948456,-29.943642599484562,29.943642599484562
590,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,101.21666666666668,117.22190623506889,-16.005239568402203,16.005239568402203
108,0,0,0,43.833333333333336,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,103.65,101.27162876465317,2.378371235346833,2.378371235346833
839,0,1,2,61.583333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,120.25,131.14569183938406,-10.895691839384057,10.895691839384057
56,0,0,2,38.5,29.420617283950616,2088,1,1.0,1.0,166.86666666666667,106.23735294380477,60.62931372286191,60.62931372286191
649,1,0,2,80.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,168.16666666666666,182.1446058368374,-13.977939170170742,13.977939170170742
710,1,0,2,24.75,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,92.43333333333334,104.42385175512712,-11.99051842179378,11.99051842179378
544,0,1,2,43.8,48.410833333333336,174,2,0.8571428571428571,0.875,135.16666666666666,129.9085575007024,5.258109165964271,5.258109165964271
24,0,1,0,14.35,19.226530612244897,760,1,1.0,1.0,37.13333333333333,46.15081813234253,-9.017484799009196,9.017484799009196
411,1,1,2,86.08333333333333,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,64.13333333333334,71.78999244933011,-7.656659115996774,7.656659115996774
527,0,1,2,106.46666666666668,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,89.91666666666667,97.19661210669342,-7.279945440026751,7.279945440026751
598,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,101.96666666666668,117.22190623506889,-15.255239568402203,15.255239568402203
672,0,0,2,31.866666666666667,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,49.9,113.02450539276828,-63.12450539276828,63.12450539276828
900,0,0,2,16.316666666666666,25.13589743589744,39,2,0.9090909090909092,0.9230769230769232,148.28333333333333,153.33947812256918,-5.056144789235844,5.056144789235844
338,0,0,2,33.75,29.420617283950616,2088,1,1.0,1.0,148.03333333333333,135.94158455935096,12.091748773982374,12.091748773982374
51,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,33.8,93.40886410460962,-59.60886410460962,59.60886410460962
790,0,0,0,12.916666666666666,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,239.61666666666667,115.11076872690178,124.50589793976489,124.50589793976489
891,0,0,0,17.333333333333332,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,62.55,71.34449135640317,-8.79449135640317,8.79449135640317
819,0,0,2,25.166666666666668,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,223.0,173.53940253337072,49.46059746662928,49.46059746662928
264,0,0,2,34.766666666666666,29.420617283950616,2088,1,1.0,1.0,26.566666666666663,33.75568631960701,-7.189019652940345,7.189019652940345
