,HAZMAT,IS_WEEKEND,Vessel_size_category,VTT,AVERAGE_BERTH_TIME,Total_Arrival_in_Window,Terminals_in_Port,UNIQUE_VESSELS_RATIO,ARRIVALS_RATIO,Predicted,Error,Absolute Error,Actual
587,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,117.22190623506889,7.67809376493112,7.67809376493112,124.9
789,0,0,0,12.916666666666666,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,115.11076872690178,-57.494102060235114,57.494102060235114,57.61666666666667
0,0,0,0,45.8,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,67.77860870460924,-37.0952753712759,37.0952753712759,30.683333333333334
684,1,1,2,30.2,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,116.90808541086058,-9.558085410860585,9.558085410860585,107.35
528,0,1,2,106.46666666666668,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,97.19661210669342,-49.69661210669342,49.69661210669342,47.5
787,0,0,0,12.916666666666666,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,115.11076872690178,101.3392312730982,101.3392312730982,216.45
513,1,0,2,98.6,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,212.0212256004463,-34.737892267112954,34.737892267112954,177.28333333333333
611,1,0,2,21.516666666666666,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,115.80944690707018,16.807219759596492,16.807219759596492,132.61666666666667
845,0,1,2,29.0,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,70.50728962333936,-12.607289623339362,12.607289623339362,57.9
172,0,1,2,65.83333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,113.47816519869575,-3.878165198695754,3.878165198695754,109.6
125,0,0,2,48.46666666666667,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,107.56044413959387,-5.643777472927184,5.643777472927184,101.91666666666669
365,0,0,2,98.58333333333331,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,146.98007105680853,14.353262276524816,14.353262276524816,161.33333333333334
877,0,0,2,21.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,71.79681218908412,-13.863478855750792,13.863478855750792,57.93333333333333
874,0,0,2,204.15,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,280.3905111682258,59.87615549844082,59.87615549844082,340.26666666666665
90,1,1,2,54.25,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,176.94712140030057,17.319545266366106,17.319545266366106,194.26666666666668
910,0,0,2,27.0,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,389.0843187469004,646.8656812530996,646.8656812530996,1035.95
181,0,0,2,24.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,103.01388430403125,-6.097217637364565,6.097217637364565,96.91666666666669
274,1,0,2,43.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,130.21628408560105,-16.399617418934383,16.399617418934383,113.81666666666666
866,0,0,2,66.73333333333333,48.410833333333336,174,2,0.1428571428571428,0.125,71.64016247750004,-21.44016247750004,21.44016247750004,50.2
69,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,93.40886410460962,7.557802562057063,7.557802562057063,100.96666666666668
291,0,1,2,76.16666666666667,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,71.42759901304937,-6.060932346382714,6.060932346382714,65.36666666666666
131,1,0,2,35.416666666666664,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,132.6047716360624,-26.721438302729055,26.721438302729055,105.88333333333334
300,0,0,2,36.083333333333336,36.58333333333333,108,1,1.0,1.0,20.941944678612465,-1.3752780119458023,1.3752780119458023,19.566666666666663
885,0,0,0,119.5,123.32713963963964,2937,4,0.2258064516129032,0.0945945945945946,328.6563046500409,49.26036201662578,49.26036201662578,377.9166666666667
326,0,0,2,70.41666666666667,98.04411764705884,49,1,1.0,1.0,165.97533232367408,-13.658665657007418,13.658665657007418,152.31666666666666
144,1,0,2,44.583333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,151.00517622338694,13.194823776613049,13.194823776613049,164.2
889,0,0,0,17.333333333333332,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,71.34449135640317,-4.127824689736499,4.127824689736499,67.21666666666667
135,1,0,2,35.416666666666664,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,132.6047716360624,-25.038104969395732,25.038104969395732,107.56666666666666
164,0,0,2,22.75,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,45.93472003129213,-0.701386697958803,0.701386697958803,45.23333333333333
28,0,0,0,32.666666666666664,29.420617283950616,2088,1,1.0,1.0,143.8050223275386,-19.17168899420527,19.17168899420527,124.63333333333334
543,0,1,2,43.8,48.410833333333336,174,2,0.8571428571428571,0.875,129.9085575007024,-19.208557500702383,19.208557500702383,110.7
193,0,0,2,44.13333333333333,85.79722222222222,12,1,1.0,1.0,64.4233660386218,-9.823366038621792,9.823366038621792,54.6
359,0,1,2,25.83333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,136.0257266072148,-45.40905994054815,45.40905994054815,90.61666666666666
617,1,1,2,72.5,60.25136612021858,640,2,0.4285714285714285,0.1967213114754098,109.86690379308669,-7.300237126420029,7.300237126420029,102.56666666666666
169,0,0,2,15.1,19.226530612244897,760,1,1.0,1.0,84.37717067809007,15.189495988576596,15.189495988576596,99.56666666666666
901,0,1,2,83.66666666666667,98.04411764705884,49,1,1.0,1.0,164.24602954330257,9.20397045669742,9.20397045669742,173.45
140,0,0,2,53.083333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,94.84812789695202,18.71853876971464,18.71853876971464,113.56666666666666
173,0,1,2,65.83333333333333,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,113.47816519869575,14.305168134637569,14.305168134637569,127.78333333333332
6,0,0,0,45.8,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,67.77860870460924,107.88805796205742,107.88805796205742,175.66666666666666
621,1,0,2,48.3,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,96.66313307578594,-21.64646640911927,21.64646640911927,75.01666666666667
442,0,1,2,22.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,148.59485564674657,38.67181101992011,38.67181101992011,187.26666666666668
73,0,0,0,28.25,29.420617283950616,2088,1,1.0,1.0,93.40886410460962,-57.80886410460962,57.80886410460962,35.6
949,0,0,2,137.75,98.04411764705884,49,1,1.0,1.0,101.65228237354034,-14.185615706873676,14.185615706873676,87.46666666666667
382,0,0,2,84.78333333333333,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,166.78883733500535,-6.288837335005354,6.288837335005354,160.5
238,0,0,0,79.76666666666667,98.04411764705884,49,1,1.0,1.0,149.85684589847227,-16.623512565138952,16.623512565138952,133.23333333333332
145,1,0,2,44.583333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,151.00517622338694,-59.405176223386945,59.405176223386945,91.6
809,0,0,2,23.0,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,199.17232108682012,1.2610122465131894,1.2610122465131894,200.4333333333333
234,0,0,2,31.916666666666668,48.410833333333336,174,2,0.8571428571428571,0.875,117.88654880157029,62.0634511984297,62.0634511984297,179.95
220,0,0,0,31.23333333333333,29.420617283950616,2088,1,1.0,1.0,27.50405083756999,17.762615829096674,17.762615829096674,45.266666666666666
439,0,1,2,22.5,24.482582582582584,4850,3,0.2777777777777778,0.2297297297297297,148.59485564674657,99.40514435325343,99.40514435325343,248.0
464,0,0,2,98.75,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,130.47383319088732,-33.190499857554,33.190499857554,97.28333333333332
132,1,0,2,35.416666666666664,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,132.6047716360624,-25.20477163606239,25.20477163606239,107.4
960,0,1,2,193.9333333333333,123.32713963963964,2937,4,0.3870967741935484,0.2364864864864864,172.91004798734903,39.28995201265096,39.28995201265096,212.2
833,0,1,2,20.4,19.226530612244897,760,1,1.0,1.0,45.99301343376904,-12.643013433769042,12.643013433769042,33.35
185,0,0,2,24.33333333333333,24.482582582582584,4850,3,0.8333333333333334,0.7342342342342343,103.01388430403125,-38.39721763736459,38.39721763736459,64.61666666666666
41,0,0,0,16.583333333333332,29.420617283950616,2088,1,1.0,1.0,107.69364259948456,-29.943642599484562,29.943642599484562,77.75
590,1,1,2,35.233333333333334,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,117.22190623506889,-16.005239568402203,16.005239568402203,101.21666666666668
108,0,0,0,43.833333333333336,60.25136612021858,640,2,0.6190476190476191,0.8032786885245902,101.27162876465317,2.378371235346833,2.378371235346833,103.65
839,0,1,2,61.583333333333336,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,131.14569183938406,-10.895691839384057,10.895691839384057,120.25
56,0,0,2,38.5,29.420617283950616,2088,1,1.0,1.0,106.23735294380477,60.62931372286191,60.62931372286191,166.86666666666667
649,1,0,2,80.0,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,182.1446058368374,-13.977939170170742,13.977939170170742,168.16666666666666
710,1,0,2,24.75,41.09047619047619,3237,3,0.8863636363636364,0.9642857142857144,104.42385175512712,-11.99051842179378,11.99051842179378,92.43333333333334
544,0,1,2,43.8,48.410833333333336,174,2,0.8571428571428571,0.875,129.9085575007024,5.258109165964271,5.258109165964271,135.16666666666666
24,0,1,0,14.35,19.226530612244897,760,1,1.0,1.0,46.15081813234253,-9.017484799009196,9.017484799009196,37.13333333333333
411,1,1,2,86.08333333333333,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,71.78999244933011,-7.656659115996774,7.656659115996774,64.13333333333334
527,0,1,2,106.46666666666668,123.32713963963964,2937,4,0.4193548387096774,0.6216216216216216,97.19661210669342,-7.279945440026751,7.279945440026751,89.91666666666667
