SHIPMENTID,VESSEL,IMO,VOYAGE#,ORIGIN_PORT,DESTINATION_PORT,ARRIVAL_TIME,GATEOUT_TIME,EQUIPMENTTYPECODE,HAZMAT,GROSS_WEIGHT,weight_uom
7828,BAY BRIDGE,9463267,132E,NAGOYA,TACOMA,09-09-2019 07:00,13-09-2019 10:34,UCU,N,,
7829,BAY BRIDGE,9463267,132E,NAGOYA,TACOMA,09-09-2019 07:00,13-09-2019 13:19,UCU,N,,
7830,BAY BRIDGE,9463267,132E,NAGOYA,TACOMA,09-09-2019 07:00,13-09-2019 14:51,UCU,N,,
7837,BAY BRIDGE,9463267,132E,NAGOYA,TACOMA,09-09-2019 07:00,13-09-2019 14:39,UCU,N,,
7955,BEAR MOUNTAIN BRIDGE,9463293,083E,TOKYO,TACOMA,15-09-2019 16:30,16-09-2019 14:23,20ST,N,,
8027,MOL MARVEL,9475612,048E,SHANGHAI,CHARLESTON,11-10-2019 14:45,14-10-2019 10:52,40HC,N,,
9984,MOL MARVEL,9475612,048E,TOKYO,SAVANNAH,08-10-2019 07:25,09-10-2019 10:37,40ST,N,,
9985,MOL MARVEL,9475612,048E,TOKYO,SAVANNAH,08-10-2019 07:25,09-10-2019 10:45,40ST,N,,
9986,MOL MARVEL,9475612,048E,TOKYO,SAVANNAH,08-10-2019 07:25,10-10-2019 12:57,40ST,N,,
9987,MOL MARVEL,9475612,048E,TOKYO,SAVANNAH,08-10-2019 07:25,10-10-2019 12:52,40ST,N,,
9988,MOL MARVEL,9475612,048E,TOKYO,SAVANNAH,08-10-2019 07:25,10-10-2019 13:34,UCU,N,,
10093,BRIGHTON,9332846,105E,HO CHI MINH,NEW YORK,15-10-2019 06:29,21-10-2019 13:23,40ST,N,,
14086,ONE IBIS,9741384,017E,HONG KONG,NEW YORK,25-10-2019 08:14,29-10-2019 13:39,40ST,N,,
14167,ONE IBIS,9741384,017E,HONG KONG,NEW YORK,25-10-2019 08:14,29-10-2019 14:09,20ST,N,,
14175,SEASPAN THAMES,9630377,013E,PUSAN,NEW YORK,25-10-2019 20:29,31-10-2019 15:14,20ST,N,,
14183,MOL COURAGE,9321263,9139,NHAVA SHEVA,CHARLESTON,02-11-2019 04:04,07-11-2019 14:41,40HC,N,,
14193,OOCL WASHINGTON,9417256,9138,NHAVA SHEVA,CHARLESTON,25-10-2019 04:23,29-10-2019 07:57,20RF,N,,
14201,SEASPAN THAMES,9630377,013E,PUSAN,NEW YORK,25-10-2019 20:29,30-10-2019 14:03,20ST,N,,
14209,NAVIOS CONSTELLATION,9408877,008E,QINGDAO,SAVANNAH,21-11-2019 05:29,22-11-2019 10:17,40ST,N,,
14308,MOL MAGNIFICENCE,9424900,054E,PUSAN,CHARLESTON,26-10-2019 21:35,28-10-2019 09:27,40ST,N,,
14332,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,31-10-2019 14:46,40HC,N,,
14334,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,30-10-2019 06:40,40HC,N,,
14335,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,30-10-2019 13:39,40HC,N,,
14336,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,28-10-2019 16:20,40HC,N,,
14337,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,29-10-2019 12:36,40HC,N,,
14338,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,29-10-2019 06:58,UCU,N,,
14339,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,28-10-2019 12:43,UCU,N,,
14340,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,31-10-2019 15:02,UCU,N,,
14341,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,29-10-2019 10:24,UCU,N,,
14342,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,28-10-2019 07:41,UCU,N,,
14343,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,28-10-2019 09:40,UCU,N,,
14344,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,29-10-2019 15:47,UCU,N,,
14345,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,28-10-2019 16:28,UCU,N,,
14346,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,29-10-2019 11:36,UCU,N,,
14347,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,30-10-2019 14:02,UCU,N,,
14348,MOL MAGNIFICENCE,9424900,054E,SHANGHAI,CHARLESTON,26-10-2019 21:35,28-10-2019 08:26,UCU,N,,
14489,SEASPAN THAMES,9630377,013E,PUSAN,NEW YORK,25-10-2019 20:29,30-10-2019 09:04,40HC,N,,
14560,BALTIC NORTH,9463310,003E,NAGOYA,TACOMA,29-09-2019 15:42,01-10-2019 14:16,40ST,N,,
15567,COLOMBO EXPRESS,9295244,090W,LOS ANGELES,PUSAN,01-11-2019 06:47,01-11-2019 17:05,40HC,N,,
15878,SAN DIEGO BRIDGE,9560376,041E,LAEM CHABANG,LONG BEACH,25-09-2019 15:18,01-10-2019 14:05,40HR,N,,
16168,NAVIOS CONSTELLATION,9408877,008E,PUSAN,NEW YORK,09-11-2019 02:39,12-11-2019 15:09,20ST,N,,
16231,MOL MANEUVER,9475648,049E,SHANGHAI,SAVANNAH,30-10-2019 12:00,01-11-2019 09:16,40HC,N,,
16235,MOL MAGNIFICENCE,9424900,054E,TOKYO,NORFOLK,29-10-2019 17:24,30-10-2019 13:29,40ST,N,,
16237,MOL PREMIUM,9444261,048E,PORT KLANG,LONG BEACH,25-10-2019 04:19,28-10-2019 20:13,40HC,N,,
16239,MOL PARTNER,9307035,113E,HO CHI MINH,NEW YORK,29-10-2019 17:29,01-11-2019 10:49,40ST,N,,
16251,NAVIOS CONSTELLATION,9408877,008E,PUSAN,NEW YORK,09-11-2019 02:39,13-11-2019 16:15,40HC,N,,
16255,NAVIOS CONSTELLATION,9408877,008E,PUSAN,NEW YORK,09-11-2019 02:39,14-11-2019 10:26,20ST,N,,
16294,MOL PARTNER,9307035,113E,LAEM CHABANG,NEW YORK,29-10-2019 17:29,01-11-2019 09:16,20ST,N,,
16387,EXPRESS BERLIN,9484924,013E,YANTIAN,OAKLAND,23-10-2019 20:14,31-10-2019 08:11,20ST,N,,
16399,NYK TRITON,9356713,077E,NHAVA SHEVA,LONG BEACH,08-11-2019 15:30,11-11-2019 18:45,40HC,N,,
16428,NAVIOS CONSTELLATION,9408877,008E,PUSAN,NEW YORK,09-11-2019 02:39,13-11-2019 12:05,20ST,N,,
16481,MOL PREMIUM,9444261,048E,LAEM CHABANG,LONG BEACH,25-10-2019 04:19,29-10-2019 15:04,40HC,N,,
16497,MOL PREMIUM,9444261,048E,LAEM CHABANG,LONG BEACH,25-10-2019 04:19,31-10-2019 01:37,40HR,N,,
16567,MOL COURAGE,9321263,9139,NHAVA SHEVA,NEW YORK,24-10-2019 00:08,28-10-2019 11:59,20ST,N,,
16595,YM MODESTY,9664885,043E,LAEM CHABANG,SAVANNAH,08-11-2019 05:45,12-11-2019 12:37,20ST,N,,
16601,TENO,9447859,9140,NHAVA SHEVA,CHARLESTON,09-11-2019 03:14,12-11-2019 10:38,40HC,N,,
16651,CONTI CONQUEST,9293818,002E,SHANGHAI,NORFOLK,26-10-2019 06:48,31-10-2019 14:55,40ST,N,,
16667,TENO,9447859,9140,NHAVA SHEVA,SAVANNAH,07-11-2019 03:40,12-11-2019 11:40,40RF,N,,
16689,MOL COURAGE,9321263,9139,NHAVA SHEVA,NORFOLK,28-10-2019 19:15,02-11-2019 17:08,40RF,N,,
16691,MOL PREMIUM,9444261,048E,PORT KLANG,LONG BEACH,25-10-2019 04:19,30-10-2019 00:22,40HC,N,,
16757,TENO,9447859,9140,NHAVA SHEVA,NEW YORK,30-10-2019 18:04,31-10-2019 16:46,40RF,N,,
16765,TENO,9447859,9140,NHAVA SHEVA,NEW YORK,30-10-2019 18:04,31-10-2019 16:42,40RF,N,,
17406,TENO,9447859,9140,NHAVA SHEVA,SAVANNAH,07-11-2019 03:40,08-11-2019 15:24,40RF,N,,
18441,MOL MODERN,9475636,048E,PUSAN,CHARLESTON,15-11-2019 05:34,20-11-2019 14:22,40ST,N,,
18940,NYK VESTA,9312808,066W,OAKLAND,TOKYO,15-10-2019 15:39,18-10-2019 14:08,20ST,N,,
18942,YM EXPRESS,9496628,043E,NEW YORK,ROTTERDAM,09-10-2019 21:43,11-10-2019 16:25,40HC,N,,
18944,YM UTILITY,9337470,064E,HONG KONG,SAVANNAH,13-11-2019 09:15,14-11-2019 11:49,40HC,N,,
18949,SEASPAN ZAMBEZI,9630406,017E,QINGDAO,SAVANNAH,25-11-2019 04:29,29-11-2019 13:13,40ST,N,,
18953,MOL MANEUVER,9475648,049E,TOKYO,SAVANNAH,30-10-2019 12:00,31-10-2019 10:49,40HC,N,,
18954,MOL MANEUVER,9475648,049E,TOKYO,SAVANNAH,30-10-2019 12:00,31-10-2019 11:41,40HC,N,,
18955,MOL MANEUVER,9475648,049E,TOKYO,SAVANNAH,30-10-2019 12:00,31-10-2019 10:09,40HC,N,,
18956,MOL MANEUVER,9475648,049E,TOKYO,SAVANNAH,30-10-2019 12:00,31-10-2019 13:25,40HC,N,,
18965,MOL MANEUVER,9475648,049E,TOKYO,SAVANNAH,30-10-2019 12:00,31-10-2019 11:40,UCU,N,,
18981,MOL MANEUVER,9475648,049E,TOKYO,SAVANNAH,30-10-2019 12:00,31-10-2019 14:19,40ST,N,,
18987,MOL MODERN,9475636,048E,PUSAN,CHARLESTON,15-11-2019 05:34,18-11-2019 14:11,40ST,N,,
19412,SEATTLE BRIDGE,9560352,055E,NHAVA SHEVA,LONG BEACH,14-11-2019 06:09,19-11-2019 16:42,40HC,N,,
19428,NYK ALTAIR,9468308,047E,QINGDAO,LONG BEACH,08-11-2019 05:30,15-11-2019 11:52,40ST,N,,
19430,NYK ALTAIR,9468308,047E,QINGDAO,LONG BEACH,08-11-2019 05:30,14-11-2019 14:50,40ST,N,,
19452,NYK ORPHEUS,9313008,056E,KOBE,LOS ANGELES,27-10-2019 15:14,30-10-2019 14:18,40ST,N,,
19469,FRANKFURT EXPRESS,9450442,060E,HONG KONG,SEATTLE,31-10-2019 17:34,07-11-2019 07:40,20ST,N,,
20315,NYK ARGUS,9262716,102E,NHAVA SHEVA,LONG BEACH,22-11-2019 06:52,02-12-2019 08:12,40HC,N,,
20329,KYOTO EXPRESS,9295256,9141,NHAVA SHEVA,NEW YORK,06-11-2019 22:59,11-11-2019 09:52,20ST,N,,
20368,KYOTO EXPRESS,9295256,9141,MUNDRA,CHARLESTON,18-11-2019 12:36,19-11-2019 13:17,20ST,N,,
20469,YM WIND,9708461,012E,HO CHI MINH,NEW YORK,09-11-2019 08:29,12-11-2019 15:34,40ST,N,,
20494,SEASPAN ZAMBEZI,9630406,017E,PUSAN,NEW YORK,13-11-2019 16:59,19-11-2019 15:14,20ST,N,,
20527,KYOTO EXPRESS,9295256,9141,NHAVA SHEVA,SAVANNAH,16-11-2019 23:04,20-11-2019 16:27,40RF,N,,
21422,ATHOS,9406738,011E,QINGDAO,SAVANNAH,29-11-2019 10:59,05-12-2019 15:01,20ST,N,,
21445,SEATTLE BRIDGE,9560352,055E,PORT KLANG,LONG BEACH,14-11-2019 06:09,18-11-2019 23:30,40HC,N,,
21495,MOL MODERN,9475636,048E,SHANGHAI,CHARLESTON,15-11-2019 05:34,20-11-2019 13:29,UCU,N,,
21601,SEASPAN ZAMBEZI,9630406,017E,PUSAN,NEW YORK,13-11-2019 16:59,14-11-2019 14:56,40HC,N,,
21607,SEASPAN HUDSON,9630418,014E,HONG KONG,NEW YORK,15-11-2019 05:29,19-11-2019 09:01,20ST,N,,
21609,SEASPAN HUDSON,9630418,014E,HONG KONG,NEW YORK,15-11-2019 05:29,18-11-2019 15:09,20ST,N,,
21611,MOL MODERN,9475636,048E,SHANGHAI,SAVANNAH,12-11-2019 07:25,13-11-2019 10:59,40HC,N,,
21613,MOL MODERN,9475636,048E,SHANGHAI,SAVANNAH,12-11-2019 07:25,13-11-2019 15:32,20ST,N,,
21617,MOL MODERN,9475636,048E,SHANGHAI,SAVANNAH,12-11-2019 07:25,13-11-2019 09:50,40ST,N,,
21619,MOL MODERN,9475636,048E,SHANGHAI,SAVANNAH,12-11-2019 07:25,14-11-2019 09:49,40ST,N,,
21623,SEASPAN ZAMBEZI,9630406,017E,PUSAN,NEW YORK,13-11-2019 16:59,18-11-2019 18:54,20ST,N,,
21625,SEASPAN HUDSON,9630418,014E,HONG KONG,NEW YORK,15-11-2019 05:29,19-11-2019 07:33,20ST,N,,
21682,ARISTOMENIS,9408841,009E,HONG KONG,LOS ANGELES,07-11-2019 14:49,13-11-2019 11:23,UCU,N,,
22083,CMA CGM ALMAVIVA,9450648,9142,NHAVA SHEVA,CHARLESTON,22-11-2019 17:49,26-11-2019 14:23,40HC,N,,
22099,MOL CELEBRATION,9321251,073E,PUSAN,TACOMA,08-11-2019 06:45,14-11-2019 12:10,40ST,N,,
22114,NYK ORPHEUS,9313008,056E,NAGOYA,LOS ANGELES,27-10-2019 15:14,30-10-2019 10:01,20FR,N,,
22120,NYK ORPHEUS,9313008,056E,NAGOYA,LOS ANGELES,27-10-2019 15:14,30-10-2019 11:29,20ST,N,,
22124,MOL MODERN,9475636,048E,SHANGHAI,SAVANNAH,12-11-2019 07:25,15-11-2019 09:39,20ST,N,,
22135,NYK ORPHEUS,9313008,056E,NAGOYA,LOS ANGELES,27-10-2019 15:14,31-10-2019 09:16,20FR,N,,
22540,NYK ORION,9312999,061E,KOBE,LOS ANGELES,31-10-2019 04:55,06-11-2019 15:21,40ST,N,,
22546,NYK ORION,9312999,061E,KOBE,LOS ANGELES,31-10-2019 04:55,06-11-2019 11:44,UCU,N,,
22579,BEAR MOUNTAIN BRIDGE,9463293,084E,NAGOYA,TACOMA,27-10-2019 16:06,31-10-2019 13:46,40ST,N,,
22675,CMA CGM ALMAVIVA,9450648,9142,NHAVA SHEVA,SAVANNAH,21-11-2019 05:49,25-11-2019 12:49,40RF,N,,
23270,NYK ORPHEUS,9313008,056E,TOKYO,LOS ANGELES,27-10-2019 15:14,29-10-2019 13:40,40ST,N,,
23272,NYK ORPHEUS,9313008,056E,TOKYO,LOS ANGELES,27-10-2019 15:14,29-10-2019 15:34,40ST,N,,
23274,NYK ORPHEUS,9313008,056E,TOKYO,LOS ANGELES,27-10-2019 15:14,30-10-2019 08:36,40ST,N,,
23282,NYK ORPHEUS,9313008,056E,TOKYO,LOS ANGELES,27-10-2019 15:14,30-10-2019 09:05,40ST,N,,
23307,MOL MISSION,9475650,053E,PUSAN,CHARLESTON,28-11-2019 16:55,02-12-2019 10:19,40ST,N,,
23311,ATHOS,9406738,011E,PUSAN,WILMINGTON,27-11-2019 22:54,02-12-2019 16:02,20ST,N,,
23313,YM UTILITY,9337470,064E,SHANGHAI,SAVANNAH,13-11-2019 09:15,14-11-2019 11:53,40ST,N,,
23327,NYK ORPHEUS,9313008,056E,TOKYO,LOS ANGELES,27-10-2019 15:14,30-10-2019 08:38,40ST,N,,
23345,NYK ORION,9312999,061E,NAGOYA,LOS ANGELES,31-10-2019 04:55,06-11-2019 21:25,20ST,N,,
23359,NYK ORPHEUS,9313008,056E,TOKYO,LOS ANGELES,27-10-2019 15:14,30-10-2019 14:00,20ST,N,,
23360,NYK ORPHEUS,9313008,056E,TOKYO,LOS ANGELES,27-10-2019 15:14,30-10-2019 08:33,40OT,N,,
23361,NYK ORPHEUS,9313008,056E,TOKYO,LOS ANGELES,27-10-2019 15:14,30-10-2019 08:32,40OT,N,,
23365,NYK ORPHEUS,9313008,056E,TOKYO,LOS ANGELES,27-10-2019 15:14,30-10-2019 15:40,40HC,N,,
23367,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,20-11-2019 14:23,20ST,N,,
23368,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,20-11-2019 19:08,40ST,N,,
23369,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,20-11-2019 14:32,40ST,N,,
23370,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,21-11-2019 08:55,40ST,N,,
23371,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,20-11-2019 15:03,UCU,N,,
23372,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,21-11-2019 14:47,UCU,N,,
23373,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,21-11-2019 09:17,UCU,N,,
23374,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,20-11-2019 14:42,UCU,N,,
23375,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,20-11-2019 16:25,UCU,N,,
23376,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,21-11-2019 09:20,UCU,N,,
23377,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,21-11-2019 13:43,UCU,N,,
23378,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,21-11-2019 09:02,UCU,N,,
23379,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,20-11-2019 11:10,UCU,N,,
23380,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,21-11-2019 13:50,UCU,N,,
23442,NYK ORPHEUS,9313008,056E,TOKYO,OAKLAND,31-10-2019 18:29,01-11-2019 11:32,40ST,N,,
23491,NYK ORION,9312999,061E,NAGOYA,LOS ANGELES,31-10-2019 04:55,06-11-2019 11:13,40HR,N,,
23493,NYK ADONIS,9468293,050E,YANTIAN,LOS ANGELES,03-11-2019 06:07,08-11-2019 13:50,40ST,N,,
24028,YM MODERATION,9664897,047E,HO CHI MINH,NEW YORK,17-11-2019 17:34,21-11-2019 07:17,40ST,N,,
24030,MOL MISSION,9475650,053E,SHANGHAI,CHARLESTON,28-11-2019 16:55,03-12-2019 14:33,40HC,N,,
24059,MOL MISSION,9475650,053E,SHANGHAI,SAVANNAH,25-11-2019 06:20,02-12-2019 10:17,40ST,N,,
24067,MOL MOTIVATOR,9475624,049E,PUSAN,CHARLESTON,30-11-2019 17:38,03-12-2019 13:30,40ST,N,,
24077,HANOI BRIDGE,9588093,033E,HONG KONG,SAVANNAH,02-12-2019 12:59,03-12-2019 16:27,40HC,N,,
24084,MOL MISSION,9475650,053E,SHANGHAI,CHARLESTON,28-11-2019 16:55,02-12-2019 05:22,40HC,N,,
24088,YM WARMTH,9704647,021E,HONG KONG,NEW YORK,23-11-2019 19:24,27-11-2019 14:26,40ST,N,,
24114,ATHOS,9406738,011E,PUSAN,NEW YORK,20-11-2019 23:24,21-11-2019 16:07,40HC,N,,
24116,MOL MOTIVATOR,9475624,049E,PUSAN,CHARLESTON,30-11-2019 17:38,02-12-2019 06:46,40ST,N,,
24124,ATHOS,9406738,011E,PUSAN,NEW YORK,20-11-2019 23:24,29-11-2019 12:48,20ST,N,,
24199,SEASPAN THAMES,9630377,013E,PUSAN,NEW YORK,25-10-2019 20:29,28-10-2019 13:27,40HC,N,,
24203,ATHOS,9406738,011E,PUSAN,NEW YORK,20-11-2019 23:24,25-11-2019 16:58,40ST,N,,
24205,ARISTOMENIS,9408841,009E,HONG KONG,LOS ANGELES,07-11-2019 14:49,11-11-2019 11:17,40ST,N,,
24368,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,19-11-2019 14:47,40ST,N,,
24369,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,19-11-2019 16:03,40ST,N,,
24370,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,21-11-2019 13:48,40ST,N,,
24371,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,19-11-2019 17:01,40ST,N,,
24372,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,19-11-2019 13:47,UCU,N,,
24373,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,19-11-2019 13:59,UCU,N,,
24374,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,20-11-2019 18:55,UCU,N,,
24375,MOL CREATION,9321237,071E,QINGDAO,LONG BEACH,14-11-2019 15:10,19-11-2019 15:38,UCU,N,,
24452,NAGOYA EXPRESS,9450428,9143,NHAVA SHEVA,SAVANNAH,26-11-2019 07:19,03-12-2019 14:10,40RF,N,,
24668,ONE HAMBURG,9395159,063E,KOBE,OAKLAND,12-11-2019 07:09,15-11-2019 08:29,20ST,N,,
25442,NYK ORPHEUS,9313008,056E,NAGOYA,LOS ANGELES,27-10-2019 15:14,29-10-2019 14:33,40ST,N,,
25817,ONE HAMBURG,9395159,063E,NAGOYA,LOS ANGELES,06-11-2019 05:29,13-11-2019 11:12,40HC,N,,
25998,ARISTOMENIS,9408841,009E,YANTIAN,LOS ANGELES,07-11-2019 14:49,14-11-2019 08:09,40HC,N,,
26004,NORTHERN JUSTICE,9450351,010E,QINGDAO,TACOMA,20-11-2019 07:06,23-11-2019 07:31,40ST,N,,
26016,ATHOS,9406738,011E,SHANGHAI,NEW YORK,20-11-2019 23:24,27-11-2019 12:40,40HC,N,,
26042,ARISTOMENIS,9408841,009E,YANTIAN,LOS ANGELES,07-11-2019 14:49,14-11-2019 10:33,40ST,N,,
26067,NYK ARGUS,9262716,102E,PORT KLANG,LONG BEACH,22-11-2019 06:52,02-12-2019 16:40,40HC,N,,
26130,SEASPAN BRIGHTNESS,9685346,027E,HONG KONG,LOS ANGELES,15-11-2019 14:54,19-11-2019 16:11,40HC,N,,
26161,ONE HUMBER,9302140,081W,TOKYO,HAMBURG,25-11-2019 22:54,27-11-2019 02:44,20ST,N,,
26209,ONE CONTINUITY,9388352,048E,QINGDAO,TACOMA,29-11-2019 04:00,03-12-2019 09:24,40ST,N,,
26220,HARBOUR BRIDGE,9302152,079E,KOBE,OAKLAND,19-11-2019 07:18,21-11-2019 08:20,40ST,N,,
26224,BALTIC NORTH,9463310,004E,NAGOYA,TACOMA,10-11-2019 15:30,14-11-2019 11:50,40HC,N,,
26233,BALTIC NORTH,9463310,004E,NAGOYA,TACOMA,10-11-2019 15:30,13-11-2019 16:08,40ST,N,,
26241,BALTIC NORTH,9463310,004E,NAGOYA,TACOMA,10-11-2019 15:30,13-11-2019 14:15,20ST,N,,
26347,SEASPAN BRIGHTNESS,9685346,027E,YANTIAN,LOS ANGELES,15-11-2019 14:54,21-11-2019 18:04,40HC,N,,
26359,NYK ARGUS,9262716,102E,LAEM CHABANG,LONG BEACH,22-11-2019 06:52,03-12-2019 00:38,40HR,N,,
26415,CMA CGM TITUS,9450636,9144,NHAVA SHEVA,SAVANNAH,03-12-2019 11:05,06-12-2019 16:12,40RF,N,,
26462,MOL MISSION,9475650,053E,TOKYO,SAVANNAH,25-11-2019 06:20,29-11-2019 11:30,40ST,N,,
26471,MOL MISSION,9475650,053E,TOKYO,SAVANNAH,25-11-2019 06:20,29-11-2019 13:07,40ST,N,,
26473,MOL MISSION,9475650,053E,TOKYO,SAVANNAH,25-11-2019 06:20,29-11-2019 13:51,40HC,N,,
26475,SEASPAN BRIGHTNESS,9685346,027E,YANTIAN,OAKLAND,21-11-2019 05:19,26-11-2019 16:22,40HC,N,,
26504,MOL MISSION,9475650,053E,TOKYO,SAVANNAH,25-11-2019 06:20,02-12-2019 10:22,40HC,N,,
26520,MOL CREATION,9321237,071E,SHANGHAI,LONG BEACH,14-11-2019 15:10,21-11-2019 15:03,40ST,N,,
26536,MOL MISSION,9475650,053E,TOKYO,SAVANNAH,25-11-2019 06:20,27-11-2019 08:19,40HC,N,,
26544,HARBOUR BRIDGE,9302152,079E,NAGOYA,LOS ANGELES,13-11-2019 16:24,20-11-2019 10:50,40HC,N,,
26546,HARBOUR BRIDGE,9302152,079E,NAGOYA,LOS ANGELES,13-11-2019 16:24,20-11-2019 11:16,40HC,N,,
26569,MOL MISSION,9475650,053E,TOKYO,SAVANNAH,25-11-2019 06:20,26-11-2019 16:08,UCU,N,,
26581,SEASPAN BRIGHTNESS,9685346,027E,YANTIAN,LOS ANGELES,15-11-2019 14:54,20-11-2019 13:50,40HC,N,,
26583,MOL MISSION,9475650,053E,TOKYO,NORFOLK,30-11-2019 17:20,03-12-2019 06:45,40ST,N,,
26662,HARBOUR BRIDGE,9302152,079E,NAGOYA,LOS ANGELES,13-11-2019 16:24,18-11-2019 10:30,40ST,N,,
26916,COLOMBO EXPRESS,9295244,091E,SHANGHAI,LOS ANGELES,21-11-2019 13:59,25-11-2019 22:06,40ST,N,,
26947,MOL MOTIVATOR,9475624,049E,TOKYO,SAVANNAH,27-11-2019 10:09,02-12-2019 11:12,40HC,N,,
26949,MOL MOTIVATOR,9475624,049E,TOKYO,SAVANNAH,27-11-2019 10:09,02-12-2019 12:52,40HC,N,,
26951,MOL MOTIVATOR,9475624,049E,TOKYO,SAVANNAH,27-11-2019 10:09,02-12-2019 12:59,40HC,N,,
26953,MOL MOTIVATOR,9475624,049E,TOKYO,SAVANNAH,27-11-2019 10:09,02-12-2019 14:47,40HC,N,,
26955,MOL MOTIVATOR,9475624,049E,TOKYO,SAVANNAH,27-11-2019 10:09,03-12-2019 15:47,UCU,N,,
26957,MOL MOTIVATOR,9475624,049E,TOKYO,SAVANNAH,27-11-2019 10:09,03-12-2019 08:31,UCU,N,,
26959,MOL MOTIVATOR,9475624,049E,TOKYO,SAVANNAH,27-11-2019 10:09,03-12-2019 15:30,40ST,N,,
26963,MOL MOTIVATOR,9475624,049E,TOKYO,SAVANNAH,27-11-2019 10:09,03-12-2019 15:46,20ST,N,,
26965,MOL MOTIVATOR,9475624,049E,TOKYO,SAVANNAH,27-11-2019 10:09,04-12-2019 07:14,40ST,N,,
26981,NYK ARGUS,9262716,102E,LAEM CHABANG,LONG BEACH,22-11-2019 06:52,25-11-2019 16:37,40ST,N,,
27003,HANGZHOU BAY BRIDGE,9566394,034E,HONG KONG,SAVANNAH,16-12-2019 12:20,18-12-2019 13:51,20ST,N,,
27012,SEASPAN GANGES,9630365,016E,QINGDAO,SAVANNAH,27-12-2019 06:49,31-12-2019 10:01,40ST,N,,
27121,ONE HOUSTON,9566382,038E,PUSAN,CHARLESTON,15-12-2019 07:59,16-12-2019 05:40,40ST,N,,
27123,ONE HOUSTON,9566382,038E,PUSAN,CHARLESTON,15-12-2019 07:59,16-12-2019 06:14,40ST,N,,
27125,ONE HOUSTON,9566382,038E,PUSAN,CHARLESTON,15-12-2019 07:59,16-12-2019 05:55,40ST,N,,
27127,ONE HOUSTON,9566382,038E,PUSAN,CHARLESTON,15-12-2019 07:59,16-12-2019 06:15,40ST,N,,
27182,EXPRESS ROME,9484936,017E,HONG KONG,LOS ANGELES,29-11-2019 00:09,03-12-2019 00:27,20ST,N,,
27215,HENRY HUDSON BRIDGE,9302176,069E,KOBE,LOS ANGELES,21-11-2019 05:14,27-11-2019 11:48,40ST,N,,
